CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.658;0.556;0.582;0.031;50;0.996;0.843;0.882;0.045;33
SVM_RBF[5.0];0.980;0.659;0.780;0.031;50;1.000;0.672;0.796;0.032;49
SVM_Poly[3,2.0,0.5];0.821;0.920;0.844;0.031;50;0.821;0.920;0.844;0.031;50
REPTree;0.578;0.543;0.556;0.031;50;0.933;0.875;0.896;0.046;31
RandomForest;0.977;0.886;0.922;0.031;50;0.997;0.904;0.941;0.032;49
RandomCommittee;0.942;0.904;0.915;0.031;50;0.942;0.904;0.915;0.031;50
SVM_Puk[1.0, 0.1];1.000;0.703;0.817;0.031;50;1.000;0.703;0.817;0.031;50
MultilayerPerceptron[a];0.831;0.754;0.783;0.031;50;0.944;0.857;0.890;0.035;44
J48;0.496;0.472;0.483;0.031;50;0.992;0.945;0.966;0.054;25


VALIDITY RATIO;(F)
min;0.001953
avg;0.031250
max;0.157227

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.7000000000000001];0.809;0.711;0.742;0.031;450;0.956;0.840;0.877;0.036;381

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
AA;0.768;0.586;0.638;0.017;45;0.934;0.712;0.776;0.017;37
Prontuário Eletrônico de Pacientes;0.776;0.675;0.710;0.011;45;0.944;0.821;0.863;0.011;37
rtrt;0.981;0.899;0.930;0.020;45;0.981;0.899;0.930;0.020;45
Computer Selection;0.567;0.422;0.463;0.003;45;0.944;0.704;0.772;0.003;27
FeatureModel1;0.980;0.880;0.916;0.017;45;0.980;0.880;0.916;0.017;45
Phone;0.980;0.887;0.926;0.046;45;0.980;0.887;0.926;0.046;45
CIMS PL;0.459;0.433;0.412;0.002;45;0.826;0.780;0.741;0.002;25
Simnumero;0.589;0.474;0.517;0.009;45;0.883;0.711;0.775;0.009;30
test gv;0.994;0.923;0.953;0.032;45;0.994;0.923;0.953;0.032;45
WebApp;0.998;0.931;0.959;0.157;45;0.998;0.931;0.959;0.157;45
