CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.522;0.391;0.432;0.031;50;0.932;0.698;0.772;0.050;28
SVM_RBF[5.0];0.920;0.296;0.437;0.031;50;1.000;0.322;0.475;0.034;46
SVM_Poly[3,2.0,0.5];0.696;0.689;0.669;0.031;50;0.757;0.749;0.727;0.034;46
REPTree;0.356;0.368;0.356;0.031;50;0.774;0.800;0.773;0.057;23
RandomForest;0.845;0.570;0.651;0.031;50;0.961;0.648;0.740;0.035;44
RandomCommittee;0.697;0.667;0.655;0.031;50;0.741;0.710;0.697;0.033;47
SVM_Puk[1.0, 0.1];0.920;0.321;0.455;0.031;50;1.000;0.349;0.495;0.034;46
MultilayerPerceptron[a];0.619;0.630;0.612;0.031;50;0.720;0.732;0.712;0.036;43
J48;0.283;0.304;0.291;0.031;50;0.886;0.949;0.910;0.075;16


VALIDITY RATIO;(F)
min;0.001953
avg;0.031250
max;0.157227

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.30000000000000004];0.651;0.471;0.507;0.031;450;0.864;0.625;0.672;0.039;339

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
AA;0.595;0.341;0.390;0.017;45;0.765;0.439;0.502;0.017;35
Prontuário Eletrônico de Pacientes;0.606;0.402;0.441;0.011;45;0.827;0.548;0.602;0.011;33
rtrt;0.795;0.584;0.632;0.020;45;0.917;0.674;0.729;0.020;39
Computer Selection;0.322;0.185;0.220;0.003;45;0.853;0.490;0.581;0.003;17
FeatureModel1;0.692;0.434;0.486;0.017;45;0.916;0.574;0.643;0.017;34
Phone;0.850;0.658;0.698;0.046;45;0.850;0.658;0.698;0.046;45
CIMS PL;0.221;0.189;0.180;0.002;45;0.664;0.567;0.539;0.002;15
Simnumero;0.456;0.254;0.289;0.009;45;0.662;0.369;0.420;0.009;31
test gv;0.978;0.822;0.859;0.032;45;0.978;0.822;0.859;0.032;45
WebApp;0.993;0.836;0.872;0.157;45;0.993;0.836;0.872;0.157;45
