CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.618;0.526;0.554;0.031;50;0.937;0.798;0.840;0.045;33
SVM_RBF[5.0];0.960;0.502;0.652;0.031;50;1.000;0.523;0.679;0.032;48
SVM_Poly[3,2.0,0.5];0.711;0.829;0.733;0.031;50;0.711;0.829;0.733;0.031;50
REPTree;0.492;0.492;0.487;0.031;50;0.879;0.878;0.869;0.050;28
RandomForest;0.978;0.724;0.810;0.031;50;0.998;0.738;0.827;0.032;49
RandomCommittee;0.835;0.779;0.793;0.031;50;0.870;0.811;0.826;0.032;48
SVM_Puk[1.0, 0.1];0.920;0.495;0.630;0.031;50;1.000;0.538;0.685;0.034;46
MultilayerPerceptron[a];0.795;0.714;0.740;0.031;50;0.865;0.776;0.804;0.034;46
J48;0.469;0.464;0.465;0.031;50;0.937;0.927;0.929;0.054;25


VALIDITY RATIO;(F)
min;0.001953
avg;0.031250
max;0.157227

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.5];0.753;0.614;0.652;0.031;450;0.909;0.740;0.786;0.036;373

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
AA;0.704;0.528;0.578;0.017;45;0.812;0.609;0.667;0.017;39
Prontuário Eletrônico de Pacientes;0.663;0.505;0.541;0.011;45;0.878;0.668;0.716;0.011;34
rtrt;0.895;0.786;0.817;0.020;45;0.936;0.822;0.855;0.020;43
Computer Selection;0.489;0.326;0.355;0.003;45;0.816;0.543;0.591;0.003;27
FeatureModel1;0.963;0.813;0.860;0.017;45;0.984;0.832;0.880;0.017;44
Phone;0.948;0.796;0.850;0.046;45;0.948;0.796;0.850;0.046;45
CIMS PL;0.364;0.278;0.285;0.002;45;0.818;0.625;0.641;0.002;20
Simnumero;0.527;0.343;0.397;0.009;45;0.765;0.498;0.576;0.009;31
test gv;0.982;0.885;0.918;0.032;45;0.982;0.885;0.918;0.032;45
WebApp;0.997;0.877;0.916;0.157;45;0.997;0.877;0.916;0.157;45
