CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.649;0.495;0.522;0.011;48;0.917;0.698;0.737;0.014;34
SVM_RBF[5.0];1.000;1.000;1.000;0.011;48;1.000;1.000;1.000;0.011;48
HoeffdingTree;0.297;0.164;0.180;0.011;48;0.528;0.291;0.320;0.015;27
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.011;48;1.000;1.000;1.000;0.011;48
REPTree;0.825;0.727;0.757;0.011;48;0.943;0.831;0.865;0.012;42
RandomForest;1.000;0.979;0.986;0.011;48;1.000;0.979;0.986;0.011;48
StochasticGradientDescend;0.161;0.114;0.100;0.011;48;0.551;0.390;0.344;0.025;14
RandomCommittee;0.876;0.709;0.723;0.011;48;0.934;0.756;0.771;0.012;45
NaiveBayesUpdateable;0.155;0.055;0.075;0.011;48;0.742;0.263;0.358;0.028;10
SVM_Puk[1.0, 0.1];0.958;0.948;0.953;0.011;48;1.000;0.989;0.994;0.011;46
MultilayerPerceptron[a];0.958;0.852;0.895;0.011;48;1.000;0.889;0.934;0.011;46
J48;0.435;0.403;0.413;0.011;48;0.950;0.879;0.900;0.018;22


VALIDITY RATIO;(F)
min;0.000122
avg;0.010949
max;0.076294

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.693;0.620;0.634;0.011;576;0.928;0.831;0.849;0.013;430

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
RE Process;0.750;0.676;0.703;0.001;12;1.000;0.901;0.938;0.001;9
hhhhhhh;0.525;0.583;0.546;0.004;12;0.900;1.000;0.937;0.004;7
This is a test;0.713;0.781;0.741;0.032;12;0.713;0.781;0.741;0.032;12
WB2;0.869;0.814;0.828;0.049;12;0.869;0.814;0.828;0.049;12
MyDental;1.000;0.788;0.816;0.010;12;1.000;0.788;0.816;0.010;12
Matrix chain multiplication;0.639;0.484;0.528;0.008;12;0.958;0.727;0.793;0.008;8
Asghar;0.750;0.735;0.742;0.016;12;1.000;0.980;0.989;0.016;9
Stamppy;0.833;0.753;0.766;0.004;12;1.000;0.903;0.919;0.004;10
FM with optional XOR;0.742;0.720;0.730;0.005;12;0.890;0.864;0.876;0.005;10
PC model;0.731;0.618;0.648;0.009;12;0.974;0.825;0.863;0.009;9
Weather Station;0.599;0.592;0.581;0.021;12;0.719;0.710;0.697;0.021;10
27-5-207 test;0.583;0.616;0.589;0.021;12;0.777;0.822;0.785;0.021;9
tab;0.667;0.495;0.524;0.004;12;1.000;0.743;0.786;0.004;8
Test;0.647;0.490;0.529;0.004;12;0.863;0.653;0.705;0.004;9
depresija;1.000;0.921;0.930;0.016;12;1.000;0.921;0.930;0.016;12
Implementacion;0.667;0.500;0.554;0.004;12;0.889;0.667;0.739;0.004;9
mon model;0.500;0.500;0.500;0.006;12;0.857;0.857;0.857;0.006;7
NCV_Simulation;0.500;0.417;0.443;0.002;12;1.000;0.833;0.885;0.002;6
CFDP Library;0.973;0.863;0.890;0.058;24;0.973;0.863;0.890;0.058;24
IntelligentTutoringSystem;0.848;0.896;0.800;0.021;12;0.848;0.896;0.800;0.021;12
IDE4OCL;0.833;0.826;0.829;0.004;12;1.000;0.991;0.995;0.004;10
Cell-Phone-SPL-2014-Mined;0.626;0.539;0.542;0.004;12;0.834;0.719;0.723;0.004;9
Ooredoo;0.583;0.513;0.539;0.005;12;1.000;0.880;0.923;0.005;7
FMConfig;0.676;0.564;0.599;0.017;12;0.737;0.616;0.654;0.017;11
SimpleModel;0.750;0.517;0.540;0.012;12;1.000;0.689;0.720;0.012;9
HADAS-security;0.500;0.492;0.496;0.001;12;1.000;0.983;0.991;0.001;6
Ubuntu;0.621;0.487;0.512;0.006;12;0.931;0.731;0.767;0.006;8
Parking lot Manager;0.525;0.451;0.470;0.002;12;0.901;0.773;0.806;0.002;7
Telecommunication_System;0.577;0.447;0.484;0.005;12;0.989;0.767;0.830;0.005;7
Tripeo;0.750;0.731;0.740;0.002;12;1.000;0.974;0.987;0.002;9
Eleição de um prefeito e um vereador;0.500;0.412;0.421;0.001;12;1.000;0.824;0.842;0.001;6
search engine;0.583;0.558;0.569;0.008;12;1.000;0.957;0.975;0.008;7
smartPhone;0.877;0.791;0.795;0.011;12;0.877;0.791;0.795;0.011;12
Movil;0.751;0.695;0.701;0.007;12;0.901;0.834;0.842;0.007;10
Mobile media v4;0.583;0.433;0.474;0.000;12;1.000;0.743;0.812;0.000;7
