CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LWL;0.700;0.529;0.570;0.026;30;1.000;0.756;0.814;0.035;21
IBk;1.000;1.000;1.000;0.026;30;1.000;1.000;1.000;0.026;30
HoeffdingTree;0.106;0.109;0.078;0.026;30;0.454;0.465;0.333;0.057;7
KStar;0.700;0.529;0.570;0.026;30;1.000;0.756;0.814;0.035;21
StochasticGradientDescend;0.067;0.048;0.030;0.026;30;0.666;0.485;0.303;0.116;3
NaiveBayesUpdateable;0.356;0.113;0.145;0.026;30;0.891;0.281;0.361;0.052;12


VALIDITY RATIO;(F)
min;0.001465
avg;0.026058
max;0.157227

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.488;0.388;0.399;0.026;180;0.935;0.743;0.764;0.038;94

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;0.667;0.513;0.530;0.016;6;1.000;0.769;0.795;0.016;4
VOD feature model;0.500;0.490;0.495;0.016;6;1.000;0.980;0.990;0.016;3
Mauricio Alférez;0.500;0.227;0.269;0.005;6;1.000;0.455;0.538;0.005;3
test gv;0.667;0.520;0.546;0.032;6;1.000;0.780;0.819;0.032;4
SmartHome- Simplified Sample;0.500;0.227;0.269;0.005;6;1.000;0.455;0.538;0.005;3
SmartHome_vConejero_r1;0.167;0.167;0.167;0.001;6;1.000;1.000;1.000;0.001;1
MobileMedia;0.667;0.511;0.535;0.028;6;1.000;0.767;0.802;0.028;4
Phone;0.667;0.535;0.564;0.046;6;1.000;0.803;0.846;0.046;4
ordem;0.667;0.456;0.481;0.028;6;1.000;0.684;0.721;0.028;4
ETRobocon;0.699;0.988;0.723;0.059;6;0.699;0.988;0.723;0.059;6
AA;0.500;0.402;0.443;0.017;6;1.000;0.804;0.885;0.017;3
Prontuário Eletrônico de Pacientes;0.500;0.409;0.447;0.011;6;1.000;0.818;0.895;0.011;3
AvionFEatures;0.523;0.397;0.389;0.013;6;0.784;0.596;0.584;0.013;4
test_fm;0.167;0.167;0.167;0.002;6;1.000;1.000;1.000;0.002;1
CIMS PL;0.167;0.167;0.167;0.002;6;1.000;1.000;1.000;0.002;1
VODPlayer;0.500;0.493;0.497;0.048;6;0.750;0.740;0.745;0.048;4
isolation;0.167;0.167;0.167;0.004;6;1.000;1.000;1.000;0.004;1
Example Mobile Phone;0.500;0.211;0.245;0.015;6;1.000;0.422;0.490;0.015;3
E-portal;0.500;0.255;0.294;0.008;6;0.750;0.382;0.441;0.008;4
desordem;0.667;0.456;0.481;0.028;6;1.000;0.684;0.721;0.028;4
carpl;0.167;0.167;0.167;0.003;6;1.000;1.000;1.000;0.003;1
rtrt;0.833;0.567;0.611;0.020;6;1.000;0.680;0.733;0.020;5
Ökonomische Merkmale;0.625;0.467;0.505;0.024;6;0.938;0.700;0.758;0.024;4
Computer Selection;0.167;0.167;0.167;0.003;6;1.000;1.000;1.000;0.003;1
FeatureModel1;0.500;0.480;0.490;0.017;6;1.000;0.961;0.980;0.017;3
MyFM;0.167;0.167;0.167;0.020;6;1.000;1.000;1.000;0.020;1
Simnumero;0.167;0.167;0.167;0.009;6;1.000;1.000;1.000;0.009;1
Mobile Game;0.967;0.714;0.784;0.133;6;0.967;0.714;0.784;0.133;6
SAL;0.167;0.179;0.167;0.013;6;0.501;0.538;0.502;0.013;2
WebApp;0.996;0.807;0.864;0.157;6;0.996;0.807;0.864;0.157;6
