CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
MultilayerPerceptron;1.000;0.878;0.929;0.008;10;1.000;0.878;0.929;0.008;10
LogisticModelTree;0.812;0.594;0.642;0.008;10;0.902;0.660;0.713;0.008;9
SVM_Poly[3,2.0,0.5];1.000;0.999;0.999;0.008;10;1.000;0.999;0.999;0.008;10
REPTree;0.835;0.765;0.784;0.008;10;0.928;0.850;0.871;0.008;9
RandomForest;1.000;1.000;1.000;0.008;10;1.000;1.000;1.000;0.008;10
RandomCommittee;0.948;0.908;0.910;0.008;10;0.948;0.908;0.910;0.008;10
J48;0.800;0.537;0.592;0.008;10;1.000;0.671;0.739;0.009;8


VALIDITY RATIO;(F)
min;0.000229
avg;0.007578
max;0.055618

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.914;0.811;0.837;0.008;70;0.969;0.861;0.887;0.008;66

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
pruebapalabras;1.000;0.705;0.781;0.004;7;1.000;0.705;0.781;0.004;7
Mobile  Model;0.629;0.543;0.572;0.000;7;0.880;0.760;0.801;0.000;5
Linha de produtos - SimulES e PnP;0.929;0.817;0.833;0.009;7;0.929;0.817;0.833;0.009;7
MobileMedia7;1.000;1.000;1.000;0.001;7;1.000;1.000;1.000;0.001;7
Cell Phone;0.911;0.781;0.788;0.002;7;0.911;0.781;0.788;0.002;7
Basic Text Editor;1.000;0.887;0.930;0.001;7;1.000;0.887;0.930;0.001;7
Agile Simules;0.954;0.880;0.911;0.001;7;0.954;0.880;0.911;0.001;7
modelo celular;0.714;0.554;0.583;0.000;7;1.000;0.775;0.816;0.000;5
Toyota Feature Model;1.000;0.950;0.969;0.002;7;1.000;0.950;0.969;0.002;7
Mobile Games;0.999;1.000;0.999;0.056;7;0.999;1.000;0.999;0.056;7
