CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
MultilayerPerceptron;0.900;0.796;0.838;0.031;10;1.000;0.884;0.931;0.035;9
LogisticModelTree;0.694;0.685;0.689;0.031;10;0.992;0.978;0.985;0.043;7
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.031;10;1.000;1.000;1.000;0.031;10
REPTree;0.663;0.632;0.645;0.031;10;0.948;0.902;0.921;0.043;7
RandomForest;1.000;1.000;1.000;0.031;10;1.000;1.000;1.000;0.031;10
RandomCommittee;0.900;0.900;0.900;0.031;10;1.000;1.000;1.000;0.035;9
J48;0.600;0.579;0.589;0.031;10;1.000;0.965;0.982;0.047;6


VALIDITY RATIO;(F)
min;0.001953
avg;0.031250
max;0.157227

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.823;0.799;0.809;0.031;70;0.993;0.964;0.976;0.037;58

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
AA;0.813;0.798;0.805;0.017;7;0.949;0.931;0.940;0.017;6
Prontuário Eletrônico de Pacientes;1.000;0.935;0.964;0.011;7;1.000;0.935;0.964;0.011;7
rtrt;1.000;1.000;1.000;0.020;7;1.000;1.000;1.000;0.020;7
Computer Selection;0.571;0.524;0.543;0.003;7;1.000;0.917;0.950;0.003;4
FeatureModel1;1.000;0.966;0.983;0.017;7;1.000;0.966;0.983;0.017;7
Phone;0.984;0.991;0.987;0.046;7;0.984;0.991;0.987;0.046;7
CIMS PL;0.286;0.286;0.286;0.002;7;1.000;1.000;1.000;0.002;2
Simnumero;0.571;0.508;0.531;0.009;7;1.000;0.889;0.929;0.009;4
test gv;1.000;0.983;0.991;0.032;7;1.000;0.983;0.991;0.032;7
WebApp;1.000;0.996;0.998;0.157;7;1.000;0.996;0.998;0.157;7
