CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
MultilayerPerceptron;0.846;0.749;0.789;0.034;13;1.000;0.885;0.932;0.040;11
LogisticModelTree;0.688;0.664;0.675;0.034;13;0.993;0.960;0.975;0.047;9
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.034;13;1.000;1.000;1.000;0.034;13
REPTree;0.664;0.622;0.640;0.034;13;0.959;0.899;0.925;0.047;9
RandomForest;1.000;1.000;1.000;0.034;13;1.000;1.000;1.000;0.034;13
RandomCommittee;0.923;0.872;0.885;0.034;13;1.000;0.944;0.958;0.037;12
J48;0.538;0.521;0.529;0.034;13;1.000;0.967;0.983;0.057;7


VALIDITY RATIO;(F)
min;0.001953
avg;0.033879
max;0.157227

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.809;0.775;0.788;0.034;91;0.994;0.954;0.969;0.041;74

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
AA;0.813;0.798;0.805;0.017;7;0.949;0.931;0.940;0.017;6
Prontuário Eletrônico de Pacientes;1.000;0.935;0.964;0.011;7;1.000;0.935;0.964;0.011;7
CIMS PL;0.286;0.286;0.286;0.002;7;1.000;1.000;1.000;0.002;2
test gv;1.000;0.983;0.991;0.032;7;1.000;0.983;0.991;0.032;7
Autosoft;1.000;0.988;0.994;0.120;7;1.000;0.988;0.994;0.120;7
rtrt;1.000;1.000;1.000;0.020;7;1.000;1.000;1.000;0.020;7
MK Andes;0.857;0.771;0.810;0.005;7;1.000;0.900;0.944;0.005;6
LXEP;0.429;0.333;0.357;0.003;7;1.000;0.778;0.833;0.003;3
Computer Selection;0.571;0.524;0.543;0.003;7;1.000;0.917;0.950;0.003;4
FeatureModel1;1.000;0.966;0.983;0.017;7;1.000;0.966;0.983;0.017;7
Phone;0.984;0.991;0.987;0.046;7;0.984;0.991;0.987;0.046;7
Simnumero;0.571;0.508;0.531;0.009;7;1.000;0.889;0.929;0.009;4
WebApp;1.000;0.996;0.998;0.157;7;1.000;0.996;0.998;0.157;7
