CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.462;0.410;0.422;0.017;238;0.901;0.801;0.823;0.026;122
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.017;238;1.000;1.000;1.000;0.017;238
REPTree;0.558;0.486;0.505;0.017;238;0.898;0.781;0.812;0.024;148
RandomForest;1.000;1.000;1.000;0.017;238;1.000;1.000;1.000;0.017;238
RandomCommittee;0.806;0.805;0.786;0.017;238;0.909;0.908;0.886;0.018;211
MultilayerPerceptron[a];0.971;0.934;0.949;0.017;238;1.000;0.962;0.978;0.018;231
J48;0.332;0.307;0.314;0.017;238;0.953;0.881;0.901;0.033;83


VALIDITY RATIO;(F)
min;0.000122
avg;0.017065
max;0.250000

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[1.0];0.733;0.706;0.711;0.017;1666;0.961;0.926;0.932;0.020;1271

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Mobile phone;0.571;0.557;0.564;0.010;7;1.000;0.975;0.987;0.010;4
Visit Indonesia Apps;0.694;0.673;0.654;0.010;7;0.810;0.786;0.762;0.010;6
MyDental;0.987;1.000;0.993;0.010;7;0.987;1.000;0.993;0.010;7
Bicis_Feature_Model;0.429;0.429;0.429;0.006;7;1.000;1.000;1.000;0.006;3
test gv;1.000;1.000;1.000;0.031;7;1.000;1.000;1.000;0.031;7
E-Shop, magister2014;0.500;0.571;0.524;0.018;7;0.875;1.000;0.917;0.018;4
Alarm System;0.500;0.469;0.481;0.005;7;0.875;0.821;0.841;0.005;4
Hello World;0.783;0.784;0.783;0.034;7;0.914;0.914;0.913;0.034;6
Weather Station;0.571;0.532;0.531;0.021;7;0.800;0.745;0.743;0.021;5
Video On Demand SPL FM;0.571;0.571;0.571;0.002;7;1.000;1.000;1.000;0.002;4
depresija;0.997;1.000;0.998;0.016;7;0.997;1.000;0.998;0.016;7
KIModel;0.800;0.857;0.821;0.001;7;0.933;1.000;0.958;0.001;6
AA;0.813;0.732;0.748;0.016;7;0.948;0.854;0.873;0.016;6
Example Product Line Course Using SPLOT;0.679;0.592;0.626;0.014;7;0.950;0.829;0.876;0.014;5
Disenio;0.571;0.536;0.551;0.004;7;1.000;0.938;0.964;0.004;4
Address Book;1.000;1.000;1.000;0.018;7;1.000;1.000;1.000;0.018;7
VODPlayer;0.793;1.000;0.872;0.047;7;0.793;1.000;0.872;0.047;7
i18n;0.429;0.429;0.429;0.002;7;1.000;1.000;1.000;0.002;3
1;0.946;1.000;0.971;0.007;7;0.946;1.000;0.971;0.007;7
rtrt;1.000;0.971;0.984;0.020;7;1.000;0.971;0.984;0.020;7
Sylvain Example;0.741;0.655;0.680;0.004;14;0.943;0.833;0.865;0.004;11
RE;1.000;1.000;1.000;0.012;7;1.000;1.000;1.000;0.012;7
JCS;0.849;0.810;0.812;0.023;7;0.849;0.810;0.812;0.023;7
MarketPlace-Sample;0.571;0.571;0.571;0.000;7;1.000;1.000;1.000;0.000;4
Mobile Media;0.673;0.488;0.547;0.003;7;0.943;0.683;0.765;0.003;5
search-engine;0.642;0.600;0.600;0.011;14;0.898;0.841;0.841;0.011;10
Website;1.000;1.000;1.000;0.031;7;1.000;1.000;1.000;0.031;7
FM1;0.429;0.429;0.429;0.000;7;1.000;1.000;1.000;0.000;3
Mauricio Alférez;0.857;0.800;0.825;0.005;7;1.000;0.933;0.963;0.005;6
MobileMedia;0.871;0.905;0.885;0.028;14;0.938;0.974;0.953;0.028;13
cell phones SPL;0.571;0.545;0.557;0.002;7;1.000;0.953;0.974;0.002;4
IntelligentTutoringSystem;1.000;1.000;1.000;0.021;7;1.000;1.000;1.000;0.021;7
Multiplicador de n matrices;0.429;0.429;0.429;0.004;7;1.000;1.000;1.000;0.004;3
Cell-Phone-SPL-2014;0.571;0.571;0.571;0.002;7;1.000;1.000;1.000;0.002;4
HADAS-security;0.557;0.571;0.564;0.001;7;0.975;1.000;0.987;0.001;4
Tripeo;0.857;0.857;0.857;0.001;7;1.000;1.000;1.000;0.001;6
Wewq;0.429;0.429;0.429;0.000;7;1.000;1.000;1.000;0.000;3
a;0.973;0.871;0.905;0.010;7;0.973;0.871;0.905;0.010;7
Content model;0.977;0.981;0.979;0.022;7;0.977;0.981;0.979;0.022;7
SmartHotel;0.899;0.751;0.794;0.012;7;0.899;0.751;0.794;0.012;7
G10-music player;0.993;1.000;0.997;0.008;7;0.993;1.000;0.997;0.008;7
asdsfa ewtwwe;0.621;0.714;0.658;0.006;7;0.870;1.000;0.921;0.006;5
Feature Tree Example;0.571;0.571;0.571;0.008;7;1.000;1.000;1.000;0.008;4
Dental Surgery;0.571;0.571;0.571;0.002;7;1.000;1.000;1.000;0.002;4
disenio II;1.000;0.971;0.985;0.029;7;1.000;0.971;0.985;0.029;7
r;0.560;0.510;0.529;0.041;7;0.981;0.893;0.926;0.041;4
FeatureModel1;1.000;1.000;1.000;0.016;7;1.000;1.000;1.000;0.016;7
poker spl;0.704;0.714;0.696;0.010;7;0.821;0.833;0.812;0.010;6
Simnumero;0.571;0.518;0.538;0.008;7;1.000;0.906;0.942;0.008;4
abcdefg;0.536;0.571;0.551;0.006;7;0.938;1.000;0.964;0.006;4
MPES2016-2.Reuso2;0.429;0.429;0.429;0.001;7;1.000;1.000;1.000;0.001;3
Mobile-Phone;0.679;0.592;0.626;0.014;7;0.950;0.829;0.876;0.014;5
WebApp;1.000;1.000;1.000;0.156;7;1.000;1.000;1.000;0.156;7
teste;0.536;0.500;0.514;0.001;7;0.938;0.875;0.900;0.001;4
Smart Queue;0.714;0.714;0.714;0.000;7;1.000;1.000;1.000;0.000;5
Cell-Phone-SPL-2014-Part2;0.651;0.590;0.615;0.004;7;0.911;0.827;0.861;0.004;5
Matrix chain multiplication;0.571;0.429;0.460;0.007;7;1.000;0.750;0.806;0.007;4
Phone sple;0.969;0.931;0.945;0.026;7;0.969;0.931;0.945;0.026;7
Manuel;0.821;0.810;0.815;0.009;7;0.958;0.944;0.951;0.009;6
Mobile phone (lenita);0.679;0.592;0.626;0.014;7;0.950;0.829;0.876;0.014;5
27-5-207 test;0.571;0.610;0.574;0.021;7;0.800;0.855;0.804;0.021;5
Congress Assistant;0.931;0.857;0.880;0.012;7;0.931;0.857;0.880;0.012;7
Test;0.625;0.527;0.548;0.010;14;0.972;0.819;0.853;0.010;9
mon model;0.429;0.429;0.429;0.006;7;1.000;1.000;1.000;0.006;3
Veículo;0.551;0.471;0.492;0.010;7;0.964;0.825;0.861;0.010;4
Xor Example 2;1.000;0.968;0.982;0.035;7;1.000;0.968;0.982;0.035;7
Cell-Phone-SPL-2014-Mined;0.517;0.488;0.500;0.004;7;0.905;0.855;0.875;0.004;4
XOR NEW;1.000;0.987;0.993;0.043;7;1.000;0.987;0.993;0.043;7
Homepage based on wiki;0.714;0.653;0.679;0.003;7;1.000;0.914;0.951;0.003;5
test_fm;0.857;0.857;0.857;0.002;7;1.000;1.000;1.000;0.002;6
Bandymas;0.964;1.000;0.980;0.018;7;0.964;1.000;0.980;0.018;7
Attempt of mine;0.983;1.000;0.991;0.032;7;0.983;1.000;0.991;0.032;7
smartPhone;0.987;1.000;0.993;0.011;7;0.987;1.000;0.993;0.011;7
Rotation1;0.857;0.800;0.825;0.005;7;1.000;0.933;0.963;0.005;6
Cellphone;0.508;0.480;0.491;0.007;7;0.889;0.839;0.859;0.007;4
Basic Car;1.000;1.000;1.000;0.008;7;1.000;1.000;1.000;0.008;7
SPL Studies;0.676;0.476;0.524;0.033;14;0.947;0.667;0.734;0.033;10
testISA2012;0.679;0.592;0.626;0.014;7;0.950;0.829;0.876;0.014;5
Match engine;1.000;1.000;1.000;0.016;7;1.000;1.000;1.000;0.016;7
mobile phone;0.643;0.665;0.647;0.025;7;0.900;0.931;0.905;0.025;5
Video On Demand FM;0.571;0.571;0.571;0.002;7;1.000;1.000;1.000;0.002;4
Assistente de Compras;0.643;0.619;0.629;0.012;7;0.900;0.867;0.880;0.012;5
Mobile Phone;0.673;0.633;0.649;0.014;14;0.942;0.886;0.908;0.014;10
ROOT;1.000;1.000;1.000;0.047;7;1.000;1.000;1.000;0.047;7
UPT_RM_MOBILE;0.679;0.612;0.638;0.014;7;0.950;0.857;0.894;0.014;5
WB2;0.986;0.977;0.981;0.049;7;0.986;0.977;0.981;0.049;7
