CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.149;0.069;0.087;0.018;814;0.919;0.427;0.535;0.036;132
SVM_RBF[5.0];0.730;0.093;0.162;0.018;814;1.000;0.127;0.222;0.023;594
KStar;0.654;0.181;0.265;0.018;814;0.897;0.247;0.363;0.022;594
SVM_Puk[1.0, 0.1];0.757;0.109;0.179;0.018;814;1.000;0.144;0.237;0.022;616
MultilayerPerceptron[a];0.687;0.376;0.456;0.018;814;0.876;0.480;0.582;0.022;638


VALIDITY RATIO;(F)
min;0.000977
avg;0.018436
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.1];0.595;0.166;0.230;0.018;4070;0.941;0.262;0.364;0.023;2574

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;0.600;0.070;0.122;0.020;55;1.000;0.117;0.203;0.020;33
Mobile phone;0.326;0.040;0.070;0.010;55;0.814;0.100;0.175;0.010;22
hhhhhhh;0.000;0.000;0.000;0.004;55;0.000;0.000;0.000;0.000;0
Bicis_Feature_Model;0.573;0.133;0.212;0.006;55;0.955;0.222;0.354;0.006;33
Maquina de Cae;0.563;0.189;0.251;0.035;55;0.938;0.315;0.418;0.035;33
Phone sple;0.990;0.141;0.241;0.026;55;0.990;0.141;0.241;0.026;55
test gv;0.774;0.275;0.352;0.031;55;0.967;0.344;0.440;0.031;44
Manuel;0.373;0.089;0.139;0.009;55;0.932;0.222;0.348;0.009;22
E-Shop, magister2014;0.750;0.322;0.361;0.018;55;0.937;0.403;0.452;0.018;44
Mobile phone (lenita);0.727;0.214;0.297;0.014;55;0.909;0.268;0.371;0.014;44
Hello World;0.968;0.274;0.363;0.034;55;0.968;0.274;0.363;0.034;55
test 3;0.758;0.175;0.256;0.031;55;0.948;0.219;0.320;0.031;44
LXEP;0.200;0.100;0.133;0.002;55;1.000;0.500;0.667;0.002;11
Test;0.571;0.138;0.181;0.016;55;0.952;0.229;0.302;0.016;33
TEST_NAme;0.750;0.133;0.207;0.035;55;0.938;0.167;0.259;0.035;44
eshop;0.548;0.156;0.228;0.009;55;0.913;0.259;0.380;0.009;33
AA;0.559;0.088;0.145;0.016;55;0.931;0.146;0.242;0.016;33
E-SHOP;0.571;0.150;0.230;0.008;55;0.952;0.250;0.383;0.008;33
Prontuário Eletrônico de Pacientes;0.764;0.160;0.259;0.010;55;0.955;0.200;0.323;0.010;44
Bandymas;0.400;0.044;0.080;0.018;55;1.000;0.111;0.200;0.018;22
Example Product Line Course Using SPLOT;0.554;0.214;0.263;0.014;55;0.923;0.357;0.438;0.014;33
AvionFEatures;0.569;0.167;0.225;0.012;55;0.948;0.278;0.375;0.012;33
Disenio;0.182;0.050;0.078;0.004;55;0.909;0.250;0.388;0.004;11
CIMS PL;0.000;0.000;0.000;0.001;55;0.000;0.000;0.000;0.000;0
VODPlayer;0.948;0.279;0.383;0.047;55;0.948;0.279;0.383;0.047;55
isolation;0.548;0.400;0.458;0.003;55;0.914;0.667;0.763;0.003;33
drupal sawsen;0.584;0.200;0.288;0.008;55;0.973;0.333;0.481;0.008;33
Example Mobile Phone;0.704;0.114;0.194;0.014;55;0.880;0.143;0.243;0.014;44
SPL Studies;0.777;0.203;0.312;0.061;55;0.971;0.254;0.390;0.061;44
Mobile Phone GF;0.732;0.100;0.170;0.014;55;0.916;0.125;0.212;0.014;44
testISA2012;0.524;0.071;0.117;0.014;55;0.874;0.119;0.195;0.014;33
rtrt;0.394;0.130;0.184;0.020;55;0.985;0.325;0.460;0.020;22
Match engine;0.751;0.175;0.272;0.016;55;0.939;0.219;0.340;0.016;44
MK Andes;0.133;0.100;0.112;0.004;55;0.667;0.500;0.558;0.004;11
Cell-Phone-SPL-2014-without;0.743;0.229;0.294;0.047;55;0.929;0.286;0.368;0.047;44
Car;0.729;0.333;0.379;0.023;55;0.912;0.417;0.474;0.023;44
Computer Selection;0.000;0.000;0.000;0.002;55;0.000;0.000;0.000;0.000;0
mobile phone;0.762;0.254;0.320;0.025;55;0.952;0.317;0.400;0.025;44
Modelo;0.564;0.200;0.286;0.004;55;0.939;0.333;0.476;0.004;33
MyFM;0.726;0.126;0.206;0.019;55;0.907;0.158;0.257;0.019;44
Mobile Phone;0.729;0.129;0.214;0.014;110;0.912;0.161;0.267;0.014;88
Mobile Game;0.973;0.396;0.495;0.132;55;0.973;0.396;0.495;0.132;55
SAL;0.388;0.167;0.212;0.012;55;0.970;0.417;0.531;0.012;22
Guad gmocht!;0.575;0.160;0.217;0.020;55;0.958;0.267;0.362;0.020;33
votacao eletronica;0.400;0.057;0.100;0.007;55;1.000;0.143;0.250;0.007;22
UPT_RM_MOBILE;0.722;0.186;0.257;0.014;55;0.903;0.232;0.321;0.014;44
Mobile Phone UPT - 18413;0.767;0.086;0.152;0.014;55;0.958;0.107;0.190;0.014;44
Mobile Tourist Planner;0.770;0.157;0.254;0.027;55;0.963;0.196;0.318;0.027;44
Minimalistic PC Feature Model;0.582;0.200;0.291;0.004;55;0.970;0.333;0.485;0.004;33
anlisis II;0.778;0.193;0.298;0.027;55;0.972;0.241;0.373;0.027;44
MobileMedia;0.831;0.289;0.363;0.028;110;0.923;0.321;0.404;0.028;99
Telefono;0.545;0.086;0.146;0.007;55;0.909;0.143;0.244;0.007;33
Phone;0.970;0.483;0.551;0.045;55;0.970;0.483;0.551;0.045;55
Rotary_Element;0.370;0.183;0.228;0.012;55;0.924;0.458;0.570;0.012;22
celular;0.400;0.036;0.067;0.011;55;1.000;0.091;0.167;0.011;22
Eval_board;0.000;0.000;0.000;0.002;55;0.000;0.000;0.000;0.000;0
AllSports Feature Model;0.922;0.217;0.300;0.023;55;0.922;0.217;0.300;0.023;55
Sample;0.752;0.288;0.342;0.031;55;0.940;0.359;0.427;0.031;44
Feature Tree Example;0.800;0.275;0.387;0.008;55;1.000;0.344;0.484;0.008;44
Dental Surgery;0.164;0.100;0.121;0.002;55;0.818;0.500;0.606;0.002;11
jjjjj;0.778;0.167;0.268;0.018;55;0.973;0.208;0.335;0.018;44
disenio II;0.760;0.213;0.293;0.029;55;0.950;0.267;0.366;0.029;44
Mobile Phone UPT;0.558;0.186;0.250;0.014;55;0.930;0.310;0.417;0.014;33
Test1;0.773;0.200;0.305;0.008;55;0.966;0.250;0.381;0.008;44
carpl;0.000;0.000;0.000;0.002;55;0.000;0.000;0.000;0.000;0
acarlos_trab2_mobile;0.730;0.114;0.189;0.014;55;0.913;0.143;0.237;0.014;44
Telefonia Celular;0.947;0.311;0.438;0.035;55;0.947;0.311;0.438;0.035;55
FeatureModel1;0.763;0.238;0.323;0.016;55;0.953;0.297;0.404;0.016;44
Ökonomische Merkmale;0.759;0.192;0.252;0.023;55;0.948;0.240;0.315;0.023;44
Simnumero;0.371;0.125;0.184;0.008;55;0.928;0.313;0.461;0.008;22
abcdefg;0.331;0.100;0.144;0.006;55;0.827;0.250;0.359;0.006;22
Mobile-Phone;0.600;0.071;0.127;0.014;55;1.000;0.119;0.211;0.014;33
