CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.101;0.069;0.072;0.018;814;0.620;0.427;0.443;0.036;132
SVM_RBF[5.0];0.730;0.093;0.162;0.018;814;1.000;0.127;0.222;0.023;594
KStar;0.410;0.181;0.229;0.018;814;0.561;0.247;0.313;0.022;594
SVM_Puk[1.0, 0.1];0.757;0.109;0.179;0.018;814;1.000;0.144;0.237;0.022;616
MultilayerPerceptron[a];0.344;0.376;0.337;0.018;814;0.438;0.480;0.430;0.022;638


VALIDITY RATIO;(F)
min;0.000977
avg;0.018436
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.1];0.468;0.166;0.196;0.018;4070;0.740;0.262;0.310;0.023;2574

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;0.600;0.070;0.122;0.020;55;1.000;0.117;0.203;0.020;33
Mobile phone;0.235;0.040;0.061;0.010;55;0.587;0.100;0.153;0.010;22
hhhhhhh;0.000;0.000;0.000;0.004;55;0.000;0.000;0.000;0.000;0
Bicis_Feature_Model;0.322;0.133;0.163;0.006;55;0.536;0.222;0.271;0.006;33
Maquina de Cae;0.415;0.189;0.218;0.035;55;0.691;0.315;0.363;0.035;33
Phone sple;0.779;0.141;0.216;0.026;55;0.779;0.141;0.216;0.026;55
test gv;0.726;0.275;0.336;0.031;55;0.908;0.344;0.420;0.031;44
Manuel;0.209;0.089;0.113;0.009;55;0.523;0.222;0.282;0.009;22
E-Shop, magister2014;0.565;0.322;0.257;0.018;55;0.707;0.403;0.321;0.018;44
Mobile phone (lenita);0.526;0.214;0.218;0.014;55;0.658;0.268;0.272;0.014;44
Hello World;0.775;0.274;0.289;0.034;55;0.775;0.274;0.289;0.034;55
test 3;0.663;0.175;0.235;0.031;55;0.828;0.219;0.294;0.031;44
LXEP;0.200;0.100;0.133;0.002;55;1.000;0.500;0.667;0.002;11
Test;0.472;0.138;0.129;0.016;55;0.786;0.229;0.216;0.016;33
TEST_NAme;0.631;0.133;0.182;0.035;55;0.789;0.167;0.228;0.035;44
eshop;0.402;0.156;0.192;0.009;55;0.671;0.259;0.321;0.009;33
AA;0.356;0.088;0.130;0.016;55;0.594;0.146;0.217;0.016;33
E-SHOP;0.315;0.150;0.162;0.008;55;0.526;0.250;0.269;0.008;33
Prontuário Eletrônico de Pacientes;0.591;0.160;0.229;0.010;55;0.739;0.200;0.286;0.010;44
Bandymas;0.400;0.044;0.080;0.018;55;1.000;0.111;0.200;0.018;22
Example Product Line Course Using SPLOT;0.377;0.214;0.182;0.014;55;0.628;0.357;0.304;0.014;33
AvionFEatures;0.456;0.167;0.163;0.012;55;0.760;0.278;0.271;0.012;33
Disenio;0.027;0.050;0.035;0.004;55;0.137;0.250;0.174;0.004;11
CIMS PL;0.000;0.000;0.000;0.001;55;0.000;0.000;0.000;0.000;0
VODPlayer;0.738;0.279;0.336;0.047;55;0.738;0.279;0.336;0.047;55
isolation;0.333;0.400;0.334;0.003;55;0.554;0.667;0.557;0.003;33
drupal sawsen;0.509;0.200;0.264;0.008;55;0.848;0.333;0.441;0.008;33
Example Mobile Phone;0.500;0.114;0.178;0.014;55;0.625;0.143;0.223;0.014;44
SPL Studies;0.657;0.203;0.288;0.061;55;0.821;0.254;0.360;0.061;44
Mobile Phone GF;0.545;0.100;0.148;0.014;55;0.682;0.125;0.185;0.014;44
testISA2012;0.363;0.071;0.088;0.014;55;0.604;0.119;0.147;0.014;33
rtrt;0.363;0.130;0.176;0.020;55;0.908;0.325;0.440;0.020;22
Match engine;0.665;0.175;0.256;0.016;55;0.831;0.219;0.321;0.016;44
MK Andes;0.038;0.100;0.055;0.004;55;0.190;0.500;0.274;0.004;11
Cell-Phone-SPL-2014-without;0.633;0.229;0.262;0.047;55;0.791;0.286;0.327;0.047;44
Car;0.638;0.333;0.339;0.023;55;0.798;0.417;0.423;0.023;44
Computer Selection;0.000;0.000;0.000;0.002;55;0.000;0.000;0.000;0.000;0
mobile phone;0.578;0.254;0.246;0.025;55;0.723;0.317;0.307;0.025;44
Modelo;0.342;0.200;0.207;0.004;55;0.570;0.333;0.344;0.004;33
MyFM;0.524;0.126;0.177;0.019;55;0.655;0.158;0.221;0.019;44
Mobile Phone;0.536;0.129;0.193;0.014;110;0.670;0.161;0.241;0.014;88
Mobile Game;0.905;0.396;0.472;0.132;55;0.905;0.396;0.472;0.132;55
SAL;0.280;0.167;0.156;0.012;55;0.700;0.417;0.390;0.012;22
Guad gmocht!;0.476;0.160;0.185;0.020;55;0.793;0.267;0.308;0.020;33
votacao eletronica;0.400;0.057;0.100;0.007;55;1.000;0.143;0.250;0.007;22
