CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.087;0.069;0.069;0.018;814;0.535;0.427;0.424;0.036;132
SVM_RBF[5.0];0.730;0.093;0.162;0.018;814;1.000;0.127;0.222;0.023;594
KStar;0.351;0.181;0.217;0.018;814;0.481;0.247;0.297;0.022;594
SVM_Puk[1.0, 0.1];0.757;0.109;0.179;0.018;814;1.000;0.144;0.237;0.022;616
MultilayerPerceptron[a];0.270;0.376;0.296;0.018;814;0.344;0.480;0.378;0.022;638


VALIDITY RATIO;(F)
min;0.000977
avg;0.018436
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.1];0.439;0.166;0.185;0.018;4070;0.694;0.262;0.292;0.023;2574

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;0.600;0.070;0.122;0.020;55;1.000;0.117;0.203;0.020;33
Mobile phone;0.230;0.040;0.060;0.010;55;0.574;0.100;0.150;0.010;22
hhhhhhh;0.000;0.000;0.000;0.004;55;0.000;0.000;0.000;0.000;0
Bicis_Feature_Model;0.306;0.133;0.152;0.006;55;0.511;0.222;0.254;0.006;33
Maquina de Cae;0.377;0.189;0.204;0.035;55;0.628;0.315;0.340;0.035;33
Phone sple;0.686;0.141;0.210;0.026;55;0.686;0.141;0.210;0.026;55
test gv;0.677;0.275;0.310;0.031;55;0.847;0.344;0.388;0.031;44
Manuel;0.146;0.089;0.099;0.009;55;0.364;0.222;0.248;0.009;22
E-Shop, magister2014;0.542;0.322;0.246;0.018;55;0.678;0.403;0.307;0.018;44
Mobile phone (lenita);0.525;0.214;0.217;0.014;55;0.657;0.268;0.271;0.014;44
Hello World;0.760;0.274;0.279;0.034;55;0.760;0.274;0.279;0.034;55
test 3;0.620;0.175;0.226;0.031;55;0.775;0.219;0.283;0.031;44
LXEP;0.200;0.100;0.133;0.002;55;1.000;0.500;0.667;0.002;11
Test;0.455;0.138;0.117;0.016;55;0.758;0.229;0.195;0.016;33
TEST_NAme;0.597;0.133;0.177;0.035;55;0.746;0.167;0.222;0.035;44
eshop;0.360;0.156;0.167;0.009;55;0.601;0.259;0.279;0.009;33
AA;0.336;0.088;0.126;0.016;55;0.561;0.146;0.210;0.016;33
E-SHOP;0.300;0.150;0.154;0.008;55;0.500;0.250;0.257;0.008;33
Prontuário Eletrônico de Pacientes;0.551;0.160;0.217;0.010;55;0.689;0.200;0.271;0.010;44
Bandymas;0.400;0.044;0.080;0.018;55;1.000;0.111;0.200;0.018;22
Example Product Line Course Using SPLOT;0.343;0.214;0.164;0.014;55;0.571;0.357;0.273;0.014;33
AvionFEatures;0.446;0.167;0.154;0.012;55;0.743;0.278;0.256;0.012;33
Disenio;0.023;0.050;0.031;0.004;55;0.115;0.250;0.154;0.004;11
CIMS PL;0.000;0.000;0.000;0.001;55;0.000;0.000;0.000;0.000;0
VODPlayer;0.670;0.279;0.318;0.047;55;0.670;0.279;0.318;0.047;55
isolation;0.287;0.400;0.285;0.003;55;0.479;0.667;0.474;0.003;33
drupal sawsen;0.419;0.200;0.238;0.008;55;0.698;0.333;0.397;0.008;33
Example Mobile Phone;0.487;0.114;0.175;0.014;55;0.609;0.143;0.219;0.014;44
SPL Studies;0.623;0.203;0.279;0.061;55;0.778;0.254;0.349;0.061;44
Mobile Phone GF;0.524;0.100;0.143;0.014;55;0.655;0.125;0.179;0.014;44
testISA2012;0.326;0.071;0.081;0.014;55;0.544;0.119;0.135;0.014;33
rtrt;0.322;0.130;0.160;0.020;55;0.805;0.325;0.400;0.020;22
Match engine;0.603;0.175;0.239;0.016;55;0.754;0.219;0.299;0.016;44
MK Andes;0.025;0.100;0.039;0.004;55;0.123;0.500;0.196;0.004;11
Cell-Phone-SPL-2014-without;0.591;0.229;0.245;0.047;55;0.738;0.286;0.306;0.047;44
Car;0.590;0.333;0.309;0.023;55;0.738;0.417;0.386;0.023;44
Computer Selection;0.000;0.000;0.000;0.002;55;0.000;0.000;0.000;0.000;0
mobile phone;0.557;0.254;0.237;0.025;55;0.696;0.317;0.296;0.025;44
Modelo;0.300;0.200;0.188;0.004;55;0.501;0.333;0.313;0.004;33
MyFM;0.493;0.126;0.168;0.019;55;0.616;0.158;0.210;0.019;44
Mobile Phone;0.518;0.129;0.186;0.014;110;0.647;0.161;0.233;0.014;88
Mobile Game;0.877;0.396;0.463;0.132;55;0.877;0.396;0.463;0.132;55
SAL;0.262;0.167;0.141;0.012;55;0.656;0.417;0.353;0.012;22
Guad gmocht!;0.428;0.160;0.175;0.020;55;0.714;0.267;0.291;0.020;33
votacao eletronica;0.400;0.057;0.100;0.007;55;1.000;0.143;0.250;0.007;22
UPT_RM_MOBILE;0.506;0.186;0.169;0.014;55;0.632;0.232;0.212;0.014;44
Mobile Phone UPT - 18413;0.495;0.086;0.118;0.014;55;0.619;0.107;0.148;0.014;44
Mobile Tourist Planner;0.612;0.157;0.231;0.027;55;0.765;0.196;0.288;0.027;44
Minimalistic PC Feature Model;0.497;0.200;0.276;0.004;55;0.828;0.333;0.461;0.004;33
anlisis II;0.601;0.193;0.259;0.027;55;0.751;0.241;0.324;0.027;44
MobileMedia;0.618;0.289;0.284;0.028;110;0.686;0.321;0.316;0.028;99
Telefono;0.453;0.086;0.137;0.007;55;0.755;0.143;0.228;0.007;33
Phone;0.812;0.483;0.477;0.045;55;0.812;0.483;0.477;0.045;55
Rotary_Element;0.265;0.183;0.168;0.012;55;0.664;0.458;0.419;0.012;22
celular;0.256;0.036;0.061;0.011;55;0.640;0.091;0.152;0.011;22
Eval_board;0.000;0.000;0.000;0.002;55;0.000;0.000;0.000;0.000;0
AllSports Feature Model;0.607;0.217;0.229;0.023;55;0.607;0.217;0.229;0.023;55
Sample;0.622;0.288;0.297;0.031;55;0.777;0.359;0.371;0.031;44
Feature Tree Example;0.575;0.275;0.308;0.008;55;0.718;0.344;0.385;0.008;44
Dental Surgery;0.043;0.100;0.060;0.002;55;0.214;0.500;0.298;0.002;11
jjjjj;0.591;0.167;0.234;0.018;55;0.738;0.208;0.293;0.018;44
disenio II;0.650;0.213;0.258;0.029;55;0.813;0.267;0.323;0.029;44
Mobile Phone UPT;0.435;0.186;0.173;0.014;55;0.725;0.310;0.289;0.014;33
Test1;0.540;0.200;0.261;0.008;55;0.675;0.250;0.326;0.008;44
carpl;0.000;0.000;0.000;0.002;55;0.000;0.000;0.000;0.000;0
acarlos_trab2_mobile;0.502;0.114;0.160;0.014;55;0.628;0.143;0.200;0.014;44
Telefonia Celular;0.706;0.311;0.376;0.035;55;0.706;0.311;0.376;0.035;55
FeatureModel1;0.681;0.238;0.293;0.016;55;0.851;0.297;0.366;0.016;44
Ökonomische Merkmale;0.593;0.192;0.184;0.023;55;0.741;0.240;0.230;0.023;44
Simnumero;0.180;0.125;0.135;0.008;55;0.450;0.313;0.337;0.008;22
abcdefg;0.248;0.100;0.113;0.006;55;0.620;0.250;0.282;0.006;22
Mobile-Phone;0.469;0.071;0.117;0.014;55;0.782;0.119;0.195;0.014;33
