CLASSIFIER;SAMPLING;MODEL;TP;FP;FN;TN;PRECISION;RECALL;F-SCORE
JRip;Combinatorial[0];E-portal;16;0;0;2032;1.000;1.000;1.000
PART;Combinatorial[0];E-portal;16;8;0;2024;0.667;1.000;0.800
ZeroR;Combinatorial[0];E-portal;0;0;16;2032;NaN;0.000;NaN
OneR;Combinatorial[0];E-portal;0;0;16;2032;NaN;0.000;NaN
JRip;Combinatorial[0];VOD feature model;32;0;0;2016;1.000;1.000;1.000
PART;Combinatorial[0];VOD feature model;32;0;0;2016;1.000;1.000;1.000
ZeroR;Combinatorial[0];VOD feature model;0;0;32;2016;NaN;0.000;NaN
OneR;Combinatorial[0];VOD feature model;0;0;32;2016;NaN;0.000;NaN
JRip;Combinatorial[0];Asghar;31;5;1;2011;0.861;0.969;0.912
PART;Combinatorial[0];Asghar;16;0;16;2016;1.000;0.500;0.667
ZeroR;Combinatorial[0];Asghar;0;0;32;2016;NaN;0.000;NaN
OneR;Combinatorial[0];Asghar;0;0;32;2016;NaN;0.000;NaN
JRip;Combinatorial[0];MyFeatureModel;35;13;0;2000;0.729;1.000;0.843
PART;Combinatorial[0];MyFeatureModel;19;0;16;2013;1.000;0.543;0.704
ZeroR;Combinatorial[0];MyFeatureModel;0;0;35;2013;NaN;0.000;NaN
OneR;Combinatorial[0];MyFeatureModel;0;0;35;2013;NaN;0.000;NaN
JRip;Combinatorial[0];SmartHome_vConejero_r1;2;0;0;2046;1.000;1.000;1.000
PART;Combinatorial[0];SmartHome_vConejero_r1;2;0;0;2046;1.000;1.000;1.000
ZeroR;Combinatorial[0];SmartHome_vConejero_r1;0;0;2;2046;NaN;0.000;NaN
OneR;Combinatorial[0];SmartHome_vConejero_r1;0;0;2;2046;NaN;0.000;NaN
JRip;Combinatorial[0];ETRobocon;120;8;0;1920;0.938;1.000;0.968
PART;Combinatorial[0];ETRobocon;120;0;0;1928;1.000;1.000;1.000
ZeroR;Combinatorial[0];ETRobocon;0;0;120;1928;NaN;0.000;NaN
OneR;Combinatorial[0];ETRobocon;0;0;120;1928;NaN;0.000;NaN
JRip;Combinatorial[0];Test;0;0;7;2041;NaN;0.000;NaN
PART;Combinatorial[0];Test;0;0;7;2041;NaN;0.000;NaN
ZeroR;Combinatorial[0];Test;0;0;7;2041;NaN;0.000;NaN
OneR;Combinatorial[0];Test;0;0;7;2041;NaN;0.000;NaN
JRip;Combinatorial[0];ordem;56;0;0;1992;1.000;1.000;1.000
PART;Combinatorial[0];ordem;56;0;0;1992;1.000;1.000;1.000
ZeroR;Combinatorial[0];ordem;0;0;56;1992;NaN;0.000;NaN
OneR;Combinatorial[0];ordem;0;0;56;1992;NaN;0.000;NaN
JRip;Combinatorial[0];desordem;56;4;0;1988;0.933;1.000;0.966
PART;Combinatorial[0];desordem;56;0;0;1992;1.000;1.000;1.000
ZeroR;Combinatorial[0];desordem;0;0;56;1992;NaN;0.000;NaN
OneR;Combinatorial[0];desordem;0;0;56;1992;NaN;0.000;NaN
JRip;Combinatorial[0];UPL;14;2;4;2028;0.875;0.778;0.824
PART;Combinatorial[0];UPL;14;0;4;2030;1.000;0.778;0.875
ZeroR;Combinatorial[0];UPL;0;0;18;2030;NaN;0.000;NaN
OneR;Combinatorial[0];UPL;0;0;18;2030;NaN;0.000;NaN
JRip;Combinatorial[0];Mauricio Alférez;10;0;0;2038;1.000;1.000;1.000
PART;Combinatorial[0];Mauricio Alférez;10;0;0;2038;1.000;1.000;1.000
ZeroR;Combinatorial[0];Mauricio Alférez;0;0;10;2038;NaN;0.000;NaN
OneR;Combinatorial[0];Mauricio Alférez;0;0;10;2038;NaN;0.000;NaN
JRip;Combinatorial[0];Loja Virtual;56;16;0;1976;0.778;1.000;0.875
PART;Combinatorial[0];Loja Virtual;56;0;0;1992;1.000;1.000;1.000
ZeroR;Combinatorial[0];Loja Virtual;0;0;56;1992;NaN;0.000;NaN
OneR;Combinatorial[0];Loja Virtual;0;0;56;1992;NaN;0.000;NaN
JRip;Combinatorial[0];SmartHome- Simplified Sample;10;0;0;2038;1.000;1.000;1.000
PART;Combinatorial[0];SmartHome- Simplified Sample;10;0;0;2038;1.000;1.000;1.000
ZeroR;Combinatorial[0];SmartHome- Simplified Sample;0;0;10;2038;NaN;0.000;NaN
OneR;Combinatorial[0];SmartHome- Simplified Sample;0;0;10;2038;NaN;0.000;NaN
JRip;Combinatorial[0];Ubuntu;0;0;12;2036;NaN;0.000;NaN
PART;Combinatorial[0];Ubuntu;0;0;12;2036;NaN;0.000;NaN
ZeroR;Combinatorial[0];Ubuntu;0;0;12;2036;NaN;0.000;NaN
OneR;Combinatorial[0];Ubuntu;0;0;12;2036;NaN;0.000;NaN
JRip;Combinatorial[0];Implementacion;0;0;7;2041;NaN;0.000;NaN
