CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.308;0.264;0.277;0.002;143;1.000;0.857;0.900;0.002;44
HoeffdingTree;0.000;0.000;0.000;0.002;143;0.000;0.000;0.000;0.003;24
SVM_Poly[3,2.0,0.5];0.133;0.081;0.084;0.002;143;0.682;0.412;0.427;0.005;28
REPTree;0.298;0.173;0.203;0.002;143;0.969;0.561;0.661;0.003;44
RandomForest;1.000;1.000;1.000;0.002;143;1.000;1.000;1.000;0.002;143
StochasticGradientDescend;0.000;0.000;0.000;0.002;143;0.000;0.000;0.000;0.000;0
RandomCommittee;0.915;0.849;0.869;0.002;143;0.991;0.920;0.941;0.002;132
NaiveBayesUpdateable;0.000;0.000;0.000;0.002;143;0.000;0.000;0.000;0.000;0
MultilayerPerceptron[a];0.923;0.846;0.873;0.002;143;1.000;0.917;0.946;0.003;132
J48;0.076;0.055;0.064;0.002;143;0.994;0.714;0.831;0.005;11


VALIDITY RATIO;(F)
min;0.000244
avg;0.002329
max;0.005859

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.365;0.327;0.337;0.002;1430;0.936;0.837;0.864;0.003;558

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Telecommunication_System;0.487;0.378;0.403;0.004;110;0.924;0.716;0.765;0.004;58
rotation;0.300;0.300;0.300;0.001;110;1.000;1.000;1.000;0.001;33
FeatureModelName;0.291;0.300;0.294;0.002;110;0.941;0.971;0.951;0.002;34
TW SPL Hard Choices;0.500;0.500;0.500;0.001;110;1.000;1.000;1.000;0.001;55
Final model;0.300;0.300;0.300;0.003;110;0.943;0.943;0.943;0.003;35
Jogo;0.400;0.400;0.400;0.000;110;1.000;1.000;1.000;0.000;44
FM with optional XOR;0.672;0.538;0.570;0.005;110;0.901;0.722;0.764;0.005;82
Sylvain Example;0.400;0.336;0.353;0.003;110;0.898;0.755;0.793;0.003;49
mon model;0.200;0.200;0.200;0.006;110;0.815;0.815;0.815;0.006;27
Pruebas;0.400;0.229;0.280;0.002;110;0.917;0.524;0.642;0.002;48
Text Editor;0.300;0.300;0.300;0.003;110;0.917;0.917;0.917;0.003;36
E-commerce system1;0.300;0.267;0.280;0.001;110;0.943;0.838;0.880;0.001;35
ID;0.200;0.200;0.200;0.000;110;1.000;1.000;1.000;0.000;22
