CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.351;0.280;0.298;0.004;1397;0.969;0.774;0.821;0.007;506
HoeffdingTree;0.034;0.049;0.029;0.004;1397;0.082;0.118;0.072;0.004;573
SVM_Poly[3,2.0,0.5];0.146;0.087;0.090;0.004;1397;0.391;0.234;0.241;0.005;520
REPTree;0.450;0.319;0.357;0.004;1397;0.969;0.687;0.769;0.006;649
RandomForest;1.000;1.000;1.000;0.004;1397;1.000;1.000;1.000;0.004;1397
StochasticGradientDescend;0.013;0.023;0.012;0.004;1397;0.414;0.729;0.395;0.016;44
RandomCommittee;0.791;0.685;0.704;0.004;1397;0.966;0.837;0.860;0.004;1144
NaiveBayesUpdateable;0.038;0.007;0.011;0.004;1397;0.907;0.156;0.259;0.024;59
MultilayerPerceptron[a];0.906;0.835;0.863;0.004;1397;1.000;0.922;0.953;0.004;1265
J48;0.172;0.147;0.155;0.004;1397;0.995;0.850;0.896;0.010;242


VALIDITY RATIO;(F)
min;0.000061
avg;0.003614
max;0.042969

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.390;0.343;0.352;0.004;13970;0.852;0.749;0.768;0.005;6399

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
MobileMedia_LeonardoVasconcelos;0.300;0.225;0.240;0.001;110;0.892;0.669;0.714;0.001;37
Visit Indonesia Apps;0.570;0.410;0.421;0.010;110;0.814;0.585;0.601;0.010;77
Venza;0.100;0.100;0.100;0.000;110;0.846;0.846;0.846;0.000;13
Web Content Delivery;0.304;0.252;0.261;0.001;110;0.696;0.578;0.598;0.001;48
MobileMedia_Ibraim;0.600;0.583;0.591;0.001;110;0.943;0.917;0.929;0.001;70
pruebapalabras;0.586;0.351;0.415;0.004;110;0.896;0.537;0.634;0.004;72
Alarm System;0.282;0.229;0.242;0.005;110;0.816;0.662;0.699;0.005;38
LXEP;0.240;0.250;0.241;0.002;110;0.799;0.833;0.804;0.002;33
video on demand;0.500;0.375;0.407;0.002;110;0.846;0.635;0.688;0.002;65
Video On Demand SPL FM;0.300;0.300;0.300;0.002;110;0.868;0.868;0.868;0.002;38
Xor Example;0.600;0.480;0.525;0.020;110;1.000;0.800;0.875;0.020;66
Implementacion;0.300;0.214;0.245;0.003;110;1.000;0.714;0.818;0.003;33
ID;0.200;0.200;0.200;0.000;110;1.000;1.000;1.000;0.000;22
Observatorio;0.200;0.200;0.200;0.004;110;0.759;0.759;0.759;0.004;29
KIModel;0.485;0.500;0.491;0.001;110;0.808;0.833;0.818;0.001;66
SD Voter pattern feature model;0.483;0.360;0.402;0.004;110;0.843;0.629;0.701;0.004;63
Disenio;0.300;0.275;0.286;0.004;110;0.892;0.818;0.849;0.004;37
CIMS PL;0.248;0.300;0.262;0.001;110;0.826;1.000;0.875;0.001;33
smart phone;0.365;0.308;0.315;0.004;110;0.758;0.639;0.653;0.004;53
MobileMedia_MarinaMB;0.600;0.583;0.591;0.001;110;0.892;0.867;0.878;0.001;74
Online shopping software;0.189;0.200;0.193;0.000;110;0.833;0.880;0.851;0.000;25
Jogo;0.400;0.400;0.400;0.000;110;0.978;0.978;0.978;0.000;45
Sylvain Example;0.438;0.358;0.381;0.004;220;0.875;0.716;0.761;0.004;110
testmodel1;0.210;0.233;0.213;0.001;110;0.699;0.778;0.709;0.001;33
HandlingSystem;0.200;0.200;0.200;0.000;110;0.759;0.759;0.759;0.000;29
Modelo;0.284;0.225;0.237;0.004;110;0.947;0.750;0.791;0.004;33
PhysEval;0.618;0.570;0.579;0.003;110;0.800;0.738;0.750;0.003;85
Mobile Phone, until relase 5;0.600;0.600;0.600;0.001;110;0.868;0.868;0.868;0.001;76
iNavBasic;0.400;0.400;0.400;0.000;110;0.917;0.917;0.917;0.000;48
MarketPlace-Sample;0.300;0.300;0.300;0.000;110;0.971;0.971;0.971;0.000;34
Mobile Media;0.420;0.342;0.367;0.001;330;0.867;0.705;0.757;0.001;160
Clinica Medica;0.400;0.350;0.367;0.001;110;0.846;0.740;0.776;0.001;52
Transmission;0.308;0.205;0.204;0.001;110;0.664;0.441;0.441;0.001;51
Metadata;0.669;0.758;0.693;0.016;110;0.837;0.947;0.866;0.016;88
FM1;0.200;0.200;0.200;0.000;110;0.957;0.957;0.957;0.000;23
Mobile Media JULIO;0.700;0.600;0.619;0.001;110;0.885;0.759;0.783;0.001;87
Cars xpto;0.399;0.271;0.303;0.002;110;0.798;0.542;0.606;0.002;55
LeSE - Learning Software Engineering;0.200;0.167;0.180;0.001;110;0.917;0.764;0.825;0.001;24
Carro Model;0.282;0.200;0.220;0.002;110;0.775;0.550;0.606;0.002;40
cell phones SPL;0.300;0.281;0.290;0.002;110;0.786;0.737;0.759;0.002;42
SlotsForModules;0.300;0.267;0.280;0.000;110;0.846;0.752;0.790;0.000;39
Proceso Analisis;0.300;0.260;0.275;0.000;110;0.846;0.733;0.776;0.000;39
UPT TAM;0.387;0.235;0.257;0.001;110;0.773;0.470;0.514;0.001;55
Smart-phone;0.300;0.300;0.300;0.000;110;0.825;0.825;0.825;0.000;40
MobileMedia_Lenita;0.300;0.300;0.300;0.000;110;0.750;0.750;0.750;0.000;44
Cell-Phone-SPL-2014;0.335;0.313;0.317;0.002;110;0.738;0.688;0.698;0.002;50
Tripeo;0.500;0.500;0.500;0.001;110;0.859;0.859;0.859;0.001;64
Wewq;0.200;0.200;0.200;0.000;110;0.957;0.957;0.957;0.000;23
Telecommunication_System;0.480;0.378;0.401;0.004;110;0.852;0.670;0.712;0.004;62
Pruebas Booleanas;0.200;0.200;0.200;0.001;110;0.710;0.710;0.710;0.001;31
James;0.482;0.424;0.426;0.004;110;0.898;0.790;0.794;0.004;59
Farnaz koohestani;0.200;0.200;0.200;0.000;110;0.880;0.880;0.880;0.000;25
ZMUConcernExample;0.594;0.563;0.577;0.004;110;0.991;0.938;0.962;0.004;66
FeatureModelName;0.268;0.300;0.279;0.002;110;0.720;0.805;0.748;0.002;41
AGORA;0.806;0.638;0.656;0.007;110;0.837;0.662;0.681;0.007;106
MobileMedia_CarlosEduardoPaulinoSilva;0.600;0.583;0.591;0.001;110;0.892;0.867;0.878;0.001;74
Pip;0.200;0.200;0.200;0.000;110;0.957;0.957;0.957;0.000;23
TVSmart;0.400;0.340;0.357;0.001;110;0.846;0.719;0.755;0.001;52
LeSE - Learning Software Engineering (Aprendendo Engenharia de Software);0.300;0.175;0.207;0.001;110;0.917;0.535;0.631;0.001;36
VMS;0.625;0.800;0.645;0.001;110;0.781;1.000;0.807;0.001;88
MPES2016-2.Reuso2;0.200;0.200;0.200;0.001;110;0.733;0.733;0.733;0.001;30
RE Process;0.500;0.500;0.500;0.000;110;0.873;0.873;0.873;0.000;63
teste;0.291;0.250;0.264;0.001;110;0.889;0.764;0.807;0.001;36
Smart Queue;0.400;0.400;0.400;0.000;110;0.957;0.957;0.957;0.000;46
Cell-Phone-SPL-2014-Part2;0.387;0.313;0.337;0.004;110;0.818;0.663;0.712;0.004;52
CPS;0.412;0.292;0.324;0.002;110;0.823;0.583;0.647;0.002;55
Urna eletronica Vinicius Cesar;0.200;0.183;0.191;0.000;110;0.880;0.807;0.840;0.000;25
BSS_CS5702_G3;0.500;0.500;0.500;0.000;110;0.859;0.859;0.859;0.000;64
Phone sple;0.689;0.559;0.583;0.026;110;0.984;0.799;0.832;0.026;77
Agile Simules;0.491;0.442;0.457;0.001;110;0.900;0.810;0.838;0.001;60
Final model;0.300;0.300;0.300;0.003;110;0.892;0.892;0.892;0.003;37
MobilePhone;0.346;0.313;0.319;0.002;110;0.828;0.747;0.762;0.002;46
FM with optional XOR;0.647;0.538;0.569;0.005;110;0.878;0.731;0.773;0.005;81
MoviesApp PL;0.300;0.300;0.300;0.003;110;0.846;0.846;0.846;0.003;39
SmartHome_vConejero_r1;0.300;0.300;0.300;0.001;110;0.917;0.917;0.917;0.001;36
27-5-207 test;0.457;0.330;0.341;0.021;110;0.914;0.659;0.681;0.021;55
Test;0.343;0.298;0.304;0.003;220;0.829;0.719;0.734;0.002;91
mon model;0.200;0.200;0.200;0.006;110;0.846;0.846;0.846;0.006;26
CFDP Library;0.874;0.788;0.765;0.039;110;0.874;0.788;0.765;0.039;110
Xor Example 2;0.800;0.600;0.628;0.035;110;1.000;0.750;0.784;0.035;88
Text Editor;0.300;0.300;0.300;0.003;110;0.786;0.786;0.786;0.003;42
Cell-Phone-SPL-2014-Mined;0.356;0.255;0.278;0.004;110;0.816;0.584;0.636;0.004;48
XOR NEW;0.700;0.618;0.638;0.043;110;0.928;0.819;0.846;0.043;83
Eleição de um prefeito e um vereador;0.200;0.200;0.200;0.001;110;0.629;0.629;0.629;0.001;35
ACARLOS_car;0.412;0.292;0.325;0.002;110;0.824;0.583;0.649;0.002;55
Mobile media v5;0.200;0.200;0.200;0.000;110;0.786;0.786;0.786;0.000;28
Mobile media v4;0.200;0.200;0.200;0.000;110;0.710;0.710;0.710;0.000;31
Rotation1;0.500;0.460;0.478;0.005;110;0.948;0.872;0.906;0.005;58
TW SPL Hard Choices;0.500;0.500;0.500;0.001;110;0.948;0.948;0.948;0.001;58
Mobile Media v3;0.354;0.350;0.347;0.001;110;0.884;0.875;0.869;0.001;44
drupal sawsen;0.600;0.600;0.600;0.008;110;1.000;1.000;1.000;0.008;66
Urna Gleidson;0.484;0.500;0.491;0.001;110;0.844;0.873;0.857;0.001;63
Basic Car;0.700;0.606;0.612;0.008;110;1.000;0.866;0.874;0.008;77
SPL Studies;0.471;0.236;0.284;0.005;110;0.786;0.393;0.473;0.005;66
Linha de produtos - SimulES e PnP;0.593;0.414;0.459;0.009;110;0.826;0.576;0.639;0.009;79
Video On Demand FM;0.300;0.300;0.300;0.002;110;0.750;0.750;0.750;0.002;44
Pruebas;0.400;0.229;0.280;0.002;110;0.846;0.484;0.592;0.002;52
catalogo;0.326;0.317;0.310;0.000;110;0.746;0.726;0.711;0.000;48
Cell Phone;0.457;0.400;0.413;0.002;110;0.740;0.647;0.668;0.002;68
robot experiment;0.300;0.300;0.300;0.000;110;0.868;0.868;0.868;0.000;38
JPlug;0.636;0.496;0.543;0.005;110;0.874;0.682;0.746;0.005;80
Audio Player;0.389;0.367;0.374;0.000;110;0.807;0.761;0.775;0.000;53
Mobile Phone Software;0.384;0.308;0.336;0.003;110;0.768;0.615;0.671;0.003;55
Analisis;0.309;0.225;0.237;0.001;110;0.707;0.516;0.543;0.001;48
NCV_Simulation;0.291;0.267;0.275;0.002;110;0.711;0.652;0.671;0.002;45
