CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.386;0.319;0.338;0.007;396;0.993;0.820;0.868;0.013;154
HoeffdingTree;0.028;0.003;0.006;0.007;396;0.579;0.064;0.116;0.022;19
SVM_Poly[3,2.0,0.5];0.313;0.165;0.179;0.007;396;0.892;0.471;0.511;0.007;139
REPTree;0.386;0.283;0.311;0.007;396;0.993;0.727;0.799;0.013;154
RandomForest;1.000;1.000;1.000;0.007;396;1.000;1.000;1.000;0.007;396
StochasticGradientDescend;0.000;0.000;0.000;0.007;396;0.000;0.000;0.000;0.000;0
RandomCommittee;0.860;0.753;0.774;0.007;396;0.999;0.875;0.899;0.007;341
NaiveBayesUpdateable;0.056;0.011;0.017;0.007;396;1.000;0.192;0.314;0.039;22
MultilayerPerceptron[a];0.917;0.827;0.863;0.007;396;1.000;0.902;0.941;0.007;363
J48;0.167;0.146;0.154;0.007;396;0.999;0.873;0.924;0.023;66


VALIDITY RATIO;(F)
min;0.000244
avg;0.006877
max;0.042969

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.411;0.351;0.364;0.007;3960;0.984;0.840;0.872;0.010;1654

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Phone sple;0.699;0.559;0.586;0.026;110;0.999;0.799;0.837;0.026;77
Final model;0.300;0.300;0.300;0.003;110;0.943;0.943;0.943;0.003;35
FM with optional XOR;0.694;0.538;0.570;0.005;110;0.979;0.759;0.804;0.005;78
SmartHome_vConejero_r1;0.300;0.300;0.300;0.001;110;0.971;0.971;0.971;0.001;34
27-5-207 test;0.491;0.330;0.346;0.021;110;0.982;0.659;0.692;0.021;55
LXEP;0.286;0.250;0.262;0.002;110;0.955;0.833;0.874;0.002;33
Test;0.300;0.200;0.217;0.003;110;1.000;0.667;0.724;0.003;33
mon model;0.200;0.200;0.200;0.006;110;1.000;1.000;1.000;0.006;22
Xor Example;0.600;0.480;0.525;0.020;110;1.000;0.800;0.875;0.020;66
Implementacion;0.300;0.214;0.245;0.003;110;1.000;0.714;0.818;0.003;33
Xor Example 2;0.800;0.600;0.628;0.035;110;1.000;0.750;0.784;0.035;88
Text Editor;0.300;0.300;0.300;0.003;110;1.000;1.000;1.000;0.003;33
ID;0.200;0.200;0.200;0.000;110;1.000;1.000;1.000;0.000;22
Observatorio;0.200;0.200;0.200;0.004;110;0.917;0.917;0.917;0.004;24
CarExample;0.300;0.200;0.230;0.001;110;1.000;0.667;0.767;0.001;33
XOR NEW;0.700;0.618;0.638;0.043;110;1.000;0.883;0.912;0.043;77
Eval_board;0.291;0.250;0.264;0.002;110;0.970;0.833;0.879;0.002;33
Telecommunication_System;0.498;0.378;0.404;0.004;110;0.978;0.742;0.794;0.004;56
Disenio;0.300;0.275;0.286;0.004;110;1.000;0.917;0.952;0.004;33
CIMS PL;0.268;0.300;0.279;0.001;110;0.894;1.000;0.929;0.001;33
rotation;0.300;0.300;0.300;0.001;110;0.943;0.943;0.943;0.001;35
Rotation1;0.500;0.460;0.478;0.005;110;0.965;0.888;0.922;0.005;57
ZMUConcernExample;0.595;0.563;0.578;0.004;110;0.992;0.938;0.963;0.004;66
collapse_view_example;0.399;0.216;0.238;0.015;110;0.997;0.540;0.595;0.015;44
FeatureModelName;0.295;0.300;0.297;0.002;110;0.956;0.971;0.961;0.002;34
TW SPL Hard Choices;0.500;0.500;0.500;0.001;110;1.000;1.000;1.000;0.001;55
Mobile Media v3;0.386;0.350;0.362;0.001;110;0.966;0.875;0.905;0.001;44
Jogo;0.400;0.400;0.400;0.000;110;1.000;1.000;1.000;0.000;44
drupal sawsen;0.600;0.600;0.600;0.008;110;1.000;1.000;1.000;0.008;66
Basic Car;0.700;0.606;0.612;0.008;110;1.000;0.866;0.874;0.008;77
Sylvain Example;0.449;0.358;0.383;0.004;220;0.988;0.788;0.842;0.004;100
HandlingSystem;0.200;0.200;0.200;0.000;110;1.000;1.000;1.000;0.000;22
Modelo;0.300;0.225;0.240;0.004;110;1.000;0.750;0.800;0.004;33
Pruebas;0.400;0.229;0.280;0.002;110;0.957;0.547;0.670;0.002;46
E-commerce system1;0.300;0.267;0.280;0.001;110;1.000;0.889;0.933;0.001;33
