CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.232;0.153;0.163;0.004;319;0.961;0.635;0.677;0.009;77
HoeffdingTree;0.096;0.074;0.078;0.004;319;0.285;0.220;0.231;0.007;107
SVM_Poly[3,2.0,0.5];0.271;0.100;0.117;0.004;319;0.726;0.269;0.314;0.007;119
REPTree;0.272;0.188;0.212;0.004;319;0.987;0.680;0.768;0.008;88
RandomForest;1.000;1.000;1.000;0.004;319;1.000;1.000;1.000;0.004;319
StochasticGradientDescend;0.026;0.031;0.029;0.004;319;0.763;0.909;0.828;0.039;11
RandomCommittee;0.806;0.642;0.680;0.004;319;0.973;0.776;0.822;0.004;264
NaiveBayesUpdateable;0.034;0.008;0.013;0.004;319;1.000;0.235;0.381;0.039;11
MultilayerPerceptron[a];0.862;0.808;0.829;0.004;319;1.000;0.937;0.962;0.004;275
J48;0.034;0.034;0.034;0.004;319;1.000;0.997;0.998;0.039;11


VALIDITY RATIO;(F)
min;0.000122
avg;0.003603
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.363;0.304;0.316;0.004;3190;0.904;0.756;0.785;0.006;1282

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
teste;0.298;0.250;0.266;0.001;110;0.936;0.786;0.836;0.001;35
MarketPlace-Sample;0.300;0.300;0.300;0.000;110;1.000;1.000;1.000;0.000;33
Visit Indonesia Apps;0.634;0.410;0.441;0.010;110;0.906;0.585;0.630;0.010;77
Smart Queue;0.400;0.400;0.400;0.000;110;1.000;1.000;1.000;0.000;44
Cell-Phone-SPL-2014-Part2;0.395;0.313;0.338;0.004;110;0.905;0.718;0.775;0.004;48
Mobile Media;0.400;0.242;0.289;0.003;110;0.898;0.543;0.648;0.003;49
FM1;0.200;0.200;0.200;0.000;110;1.000;1.000;1.000;0.000;22
MobilePhone;0.373;0.313;0.321;0.002;110;0.854;0.716;0.735;0.002;48
Analisis;0.337;0.225;0.252;0.001;110;0.823;0.550;0.615;0.001;45
MoviesApp PL;0.300;0.300;0.300;0.003;110;0.971;0.971;0.971;0.003;34
Alarm System;0.291;0.229;0.243;0.005;110;0.941;0.739;0.786;0.005;34
Video On Demand SPL FM;0.300;0.300;0.300;0.002;110;0.943;0.943;0.943;0.002;35
cell phones SPL;0.300;0.281;0.290;0.002;110;0.892;0.836;0.861;0.002;37
NCV_Simulation;0.295;0.267;0.277;0.002;110;0.833;0.752;0.781;0.002;39
CFDP Library;0.943;0.788;0.797;0.039;110;0.943;0.788;0.797;0.039;110
Cell-Phone-SPL-2014-Mined;0.378;0.255;0.280;0.004;110;0.945;0.637;0.700;0.004;44
KIModel;0.495;0.500;0.497;0.001;110;0.908;0.917;0.912;0.001;60
Cell-Phone-SPL-2014;0.358;0.313;0.319;0.002;110;0.803;0.702;0.717;0.002;49
Parking lot Manager;0.294;0.225;0.239;0.002;110;0.829;0.635;0.675;0.002;39
Tripeo;0.500;0.500;0.500;0.001;110;0.965;0.965;0.965;0.001;57
Wewq;0.200;0.200;0.200;0.000;110;1.000;1.000;1.000;0.000;22
LMF;0.300;0.300;0.300;0.000;110;0.868;0.868;0.868;0.000;38
Priscilinha;0.100;0.100;0.100;0.000;110;0.846;0.846;0.846;0.000;13
Online shopping software;0.194;0.200;0.196;0.000;110;0.970;1.000;0.982;0.000;22
SPL Studies;0.538;0.236;0.292;0.005;110;0.897;0.393;0.487;0.005;66
MoviesApp;0.615;0.369;0.412;0.007;110;0.878;0.526;0.589;0.007;77
Video On Demand FM;0.300;0.300;0.300;0.002;110;0.868;0.868;0.868;0.002;38
Movie System;0.300;0.300;0.300;0.003;110;0.892;0.892;0.892;0.003;37
MPES2016-2.Reuso2;0.200;0.200;0.200;0.001;110;0.733;0.733;0.733;0.001;30
