CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
PART;0.492;0.473;0.482;0.011;176;0.985;0.947;0.963;0.013;88
JRip;0.672;0.636;0.650;0.011;176;0.977;0.926;0.946;0.014;121
Logistic;0.597;0.440;0.484;0.011;176;0.955;0.705;0.775;0.012;110


VALIDITY RATIO;(F)
min;0.000488
avg;0.010651
max;0.042969

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.587;0.517;0.539;0.011;528;0.972;0.855;0.892;0.013;319

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Rotation1;1.000;0.867;0.917;0.005;33;1.000;0.867;0.917;0.005;33
ZMUConcernExample;0.932;0.875;0.902;0.004;33;0.932;0.875;0.902;0.004;33
collapse_view_example;0.314;0.269;0.289;0.015;33;0.942;0.806;0.868;0.015;11
Mobile Media v3;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
Basic Car;0.941;0.979;0.957;0.008;33;0.941;0.979;0.957;0.008;33
SmartHome_vConejero_r1;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
Sylvain Example;0.907;0.500;0.627;0.005;33;0.907;0.500;0.627;0.005;33
27-5-207 test;0.645;0.455;0.504;0.021;33;0.967;0.682;0.757;0.021;22
Test;0.000;0.000;0.000;0.003;33;0.000;0.000;0.000;0.000;0
HandlingSystem;0.333;0.333;0.333;0.000;33;1.000;1.000;1.000;0.000;11
Xor Example;0.333;0.333;0.333;0.020;33;1.000;1.000;1.000;0.020;11
Implementacion;0.000;0.000;0.000;0.003;33;0.000;0.000;0.000;0.000;0
Xor Example 2;1.000;0.778;0.833;0.035;33;1.000;0.778;0.833;0.035;33
Observatorio;0.000;0.000;0.000;0.004;33;0.000;0.000;0.000;0.000;0
CarExample;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
XOR NEW;0.989;0.879;0.922;0.043;33;0.989;0.879;0.922;0.043;33
