CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.317;0.245;0.260;0.005;715;0.981;0.758;0.804;0.012;231
HoeffdingTree;0.058;0.035;0.038;0.005;715;0.288;0.172;0.187;0.009;144
SVM_Poly[3,2.0,0.5];0.282;0.136;0.149;0.005;715;0.733;0.355;0.388;0.007;275
REPTree;0.334;0.240;0.267;0.005;715;0.986;0.710;0.787;0.011;242
RandomForest;1.000;1.000;1.000;0.005;715;1.000;1.000;1.000;0.005;715
StochasticGradientDescend;0.012;0.014;0.013;0.005;715;0.763;0.909;0.828;0.039;11
RandomCommittee;0.833;0.704;0.730;0.005;715;0.984;0.832;0.863;0.006;605
NaiveBayesUpdateable;0.046;0.010;0.016;0.005;715;1.000;0.206;0.336;0.039;33
MultilayerPerceptron[a];0.892;0.819;0.848;0.005;715;1.000;0.917;0.950;0.006;638
J48;0.107;0.096;0.100;0.005;715;0.994;0.891;0.932;0.025;77


VALIDITY RATIO;(F)
min;0.000122
avg;0.005416
max;0.042969

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.388;0.330;0.342;0.005;7150;0.934;0.794;0.823;0.008;2971

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
teste;0.298;0.250;0.266;0.001;110;0.936;0.786;0.836;0.001;35
Visit Indonesia Apps;0.634;0.410;0.441;0.010;110;0.906;0.585;0.630;0.010;77
Smart Queue;0.400;0.400;0.400;0.000;110;1.000;1.000;1.000;0.000;44
Cell-Phone-SPL-2014-Part2;0.395;0.313;0.338;0.004;110;0.905;0.718;0.775;0.004;48
Phone sple;0.693;0.559;0.583;0.026;110;0.990;0.799;0.833;0.026;77
Final model;0.300;0.300;0.300;0.003;110;0.943;0.943;0.943;0.003;35
MobilePhone;0.373;0.313;0.321;0.002;110;0.854;0.716;0.735;0.002;48
FM with optional XOR;0.672;0.538;0.570;0.005;110;0.901;0.722;0.764;0.005;82
MoviesApp PL;0.300;0.300;0.300;0.003;110;0.971;0.971;0.971;0.003;34
SmartHome_vConejero_r1;0.300;0.300;0.300;0.001;110;0.892;0.892;0.892;0.001;37
Alarm System;0.291;0.229;0.243;0.005;110;0.941;0.739;0.786;0.005;34
27-5-207 test;0.477;0.330;0.337;0.021;110;0.955;0.659;0.674;0.021;55
