CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.344;0.269;0.287;0.004;1023;0.970;0.757;0.808;0.009;363
HoeffdingTree;0.034;0.033;0.025;0.004;1023;0.112;0.109;0.083;0.006;308
SVM_Poly[3,2.0,0.5];0.188;0.108;0.112;0.004;1023;0.390;0.225;0.232;0.005;493
REPTree;0.407;0.294;0.325;0.004;1023;0.971;0.700;0.774;0.008;429
RandomForest;1.000;1.000;1.000;0.004;1023;1.000;1.000;1.000;0.004;1023
StochasticGradientDescend;0.013;0.011;0.009;0.004;1023;0.589;0.521;0.433;0.023;22
RandomCommittee;0.787;0.693;0.710;0.004;1023;0.963;0.848;0.869;0.005;836
NaiveBayesUpdateable;0.052;0.009;0.015;0.004;1023;0.973;0.167;0.278;0.025;55
MultilayerPerceptron[a];0.903;0.831;0.860;0.004;1023;1.000;0.921;0.952;0.005;924
J48;0.149;0.121;0.130;0.004;1023;0.992;0.804;0.864;0.015;154


VALIDITY RATIO;(F)
min;0.000061
avg;0.004365
max;0.042969

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.388;0.337;0.347;0.004;10230;0.861;0.748;0.771;0.006;4607

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
RE Process;0.500;0.500;0.500;0.000;110;0.873;0.873;0.873;0.000;63
teste;0.291;0.250;0.264;0.001;110;0.889;0.764;0.807;0.001;36
Visit Indonesia Apps;0.570;0.410;0.421;0.010;110;0.814;0.585;0.601;0.010;77
Smart Queue;0.400;0.400;0.400;0.000;110;0.957;0.957;0.957;0.000;46
Cell-Phone-SPL-2014-Part2;0.387;0.313;0.337;0.004;110;0.818;0.663;0.712;0.004;52
BSS_CS5702_G3;0.500;0.500;0.500;0.000;110;0.859;0.859;0.859;0.000;64
Phone sple;0.689;0.559;0.583;0.026;110;0.984;0.799;0.832;0.026;77
Final model;0.300;0.300;0.300;0.003;110;0.892;0.892;0.892;0.003;37
MobilePhone;0.346;0.313;0.319;0.002;110;0.828;0.747;0.762;0.002;46
FM with optional XOR;0.647;0.538;0.569;0.005;110;0.878;0.731;0.773;0.005;81
pruebapalabras;0.586;0.351;0.415;0.004;110;0.896;0.537;0.634;0.004;72
MoviesApp PL;0.300;0.300;0.300;0.003;110;0.846;0.846;0.846;0.003;39
SmartHome_vConejero_r1;0.300;0.300;0.300;0.001;110;0.917;0.917;0.917;0.001;36
Alarm System;0.282;0.229;0.242;0.005;110;0.816;0.662;0.699;0.005;38
27-5-207 test;0.457;0.330;0.341;0.021;110;0.914;0.659;0.681;0.021;55
LXEP;0.240;0.250;0.241;0.002;110;0.799;0.833;0.804;0.002;33
video on demand;0.500;0.375;0.407;0.002;110;0.846;0.635;0.688;0.002;65
Video On Demand SPL FM;0.300;0.300;0.300;0.002;110;0.868;0.868;0.868;0.002;38
Test;0.300;0.200;0.217;0.003;110;0.917;0.611;0.664;0.003;36
mon model;0.200;0.200;0.200;0.006;110;0.846;0.846;0.846;0.006;26
Xor Example;0.600;0.480;0.525;0.020;110;1.000;0.800;0.875;0.020;66
Implementacion;0.300;0.214;0.245;0.003;110;1.000;0.714;0.818;0.003;33
CFDP Library;0.874;0.788;0.765;0.039;110;0.874;0.788;0.765;0.039;110
Xor Example 2;0.800;0.600;0.628;0.035;110;1.000;0.750;0.784;0.035;88
Text Editor;0.300;0.300;0.300;0.003;110;0.786;0.786;0.786;0.003;42
